var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,Class
4041,-4.3676,-2.4618,5.0136,0.33357,0.33372,0.33369,0.6674,0.33353,0.33371,4
4042,-4.1694,-2.1119,4.6738,0.33316,0.33324,0.33318,0.66706,0.33396,0.33356,4
4043,-4.9371,-1.9436,5.3059,0.33358,0.3339,0.33326,0.66739,0.33341,0.33351,4
4044,-4.1681,-2.4642,4.8420,0.33312,0.33306,0.33319,0.66705,0.33386,0.3331,4
4045,-4.0226,-2.5596,4.7679,0.33396,0.33361,0.3337,0.66739,0.33305,0.33326,4
4046,-4.6495,-2.5421,5.2991,0.33331,0.33367,0.33353,0.66745,0.33382,0.33347,4
4047,-4.8354,-2.0614,5.2565,0.33365,0.33397,0.33386,0.66749,0.33316,0.33361,4
4048,-4.0017,-2.8079,4.8885,0.33344,0.33386,0.33351,0.66701,0.3337,0.33329,4
4049,-4.5167,-2.759,5.2927,0.3338,0.33399,0.33388,0.66764,0.33395,0.33315,4
4050,-4.7561,-1.794,5.0832,0.33343,0.33334,0.33308,0.66782,0.33347,0.33331,4
4051,-4.2706,-2.6678,5.0354,0.33377,0.33378,0.33319,0.66792,0.33329,0.33363,4
4052,-4.5872,-2.2781,5.1217,0.33329,0.33357,0.33371,0.66797,0.33302,0.3338,4
4053,-4.4033,-2.5286,5.0777,0.33314,0.33326,0.33399,0.66737,0.33399,0.33388,4
4054,-4.9591,-2.1413,5.4017,0.33304,0.33315,0.33351,0.66776,0.33325,0.33365,4
4055,-4.9323,-1.9048,5.2873,0.33361,0.3332,0.33357,0.66786,0.33307,0.33314,4
4056,-4.0985,-1.8995,4.5173,0.33306,0.33342,0.33315,0.66761,0.33359,0.33336,4
4057,-4.3656,-2.5145,5.0380,0.33358,0.33355,0.33324,0.66709,0.33312,0.33359,4
4058,-4.8557,-2.2446,5.3494,0.33366,0.33371,0.33372,0.66733,0.33307,0.33391,4
4059,-4.3566,-1.8402,4.7293,0.33345,0.33356,0.33347,0.66777,0.33392,0.33301,4
4060,-4.6622,-1.9676,5.0604,0.33312,0.3335,0.33362,0.66793,0.33359,0.33397,4
4061,-4.3998,-1.8087,4.7571,0.33338,0.33339,0.3337,0.66718,0.33349,0.33354,4
4062,-4.8626,-1.9,5.2206,0.33305,0.33351,0.33385,0.66705,0.33385,0.3334,4
4063,-4.3901,-2.1652,4.8950,0.33365,0.33338,0.33374,0.66737,0.33384,0.33343,4
4064,-4.3766,-1.8707,4.7596,0.33373,0.33365,0.3331,0.66764,0.33383,0.33329,4
4065,-4.8769,-1.9691,5.2594,0.33373,0.33345,0.33378,0.66793,0.33316,0.33344,4
4066,-4.638,-1.9834,5.0443,0.33346,0.33342,0.33318,0.66794,0.33384,0.3339,4
4067,-4.8026,-2.0956,5.2399,0.33351,0.33337,0.33373,0.66709,0.33339,0.33353,4
4068,-4.4634,-2.4708,5.1016,0.33328,0.3332,0.33367,0.66746,0.33332,0.33344,4
4069,-4.3904,-1.8093,4.7486,0.33357,0.33398,0.3332,0.66798,0.33313,0.33387,4
4070,-4.7336,-2.3883,5.3020,0.33308,0.33386,0.33352,0.66718,0.33315,0.33354,4
4071,-4.1907,-1.9827,4.6361,0.33374,0.33341,0.33344,0.66797,0.33323,0.33398,4
4072,-4.1762,-1.8031,4.5488,0.33356,0.33341,0.33354,0.66769,0.33301,0.33374,4
4073,-4.6293,-1.5502,4.8820,0.33352,0.3331,0.3335,0.66773,0.33304,0.33389,4
4074,-4.382,-2.4591,5.0248,0.33391,0.3339,0.33378,0.66732,0.33345,0.33352,4
4075,-4.9455,-2.0118,5.3390,0.33307,0.33344,0.33351,0.66733,0.33343,0.33362,4
4076,-4.4146,-1.4722,4.6536,0.3334,0.33393,0.33339,0.66775,0.33398,0.33394,4
4077,-4.6168,-1.4645,4.8435,0.33322,0.33391,0.33342,0.66756,0.33392,0.33331,4
4078,-4.2034,-1.7123,4.5388,0.33323,0.33336,0.33323,0.66774,0.33355,0.33331,4
4079,-4.6386,-2.2261,5.1451,0.33399,0.33388,0.33392,0.66786,0.33341,0.33333,4
4080,-4.5071,-2.2516,5.0382,0.33332,0.33359,0.33311,0.66714,0.33368,0.33356,4
4081,-5.1119,-2.0376,5.5030,0.33396,0.3339,0.3339,0.66785,0.33349,0.33312,4
4082,-5.0665,-1.8403,5.3904,0.33307,0.33337,0.33379,0.66727,0.33315,0.33379,4
4083,-4.7044,-1.8161,5.0428,0.33396,0.3338,0.33389,0.66756,0.33307,0.33331,4
4084,-4.6746,-1.8599,5.0310,0.33379,0.33351,0.33361,0.66795,0.33346,0.33384,4
4085,-4.5013,-1.3717,4.7057,0.33379,0.33365,0.33392,0.6676,0.33343,0.33307,4
4086,-4.2987,-1.9314,4.7127,0.333,0.33301,0.33359,0.66785,0.33328,0.33324,4
4087,-4.9144,-2.07,5.3326,0.33371,0.33366,0.33374,0.6671,0.33322,0.33357,4
4088,-4.5401,-1.4956,4.7801,0.33372,0.33314,0.33375,0.66743,0.33333,0.33329,4
4089,-5.1045,-1.4346,5.3023,0.33397,0.33339,0.33378,0.66705,0.33305,0.33357,4
4090,-4.8538,-1.4021,5.0523,0.33369,0.33351,0.33313,0.6677,0.33307,0.33312,4
4091,-4.3973,-1.9991,4.8304,0.3337,0.33305,0.33385,0.66737,0.33394,0.33355,4
4092,-4.8009,-1.9211,5.1710,0.334,0.33348,0.33377,0.66731,0.33328,0.33391,4
4093,-4.812,-1.7243,5.1116,0.33308,0.33385,0.33316,0.66736,0.33349,0.33374,4
4094,-4.7879,-1.9052,5.1530,0.33371,0.3338,0.33317,0.66793,0.33336,0.33369,4
4095,-4.8673,-1.9937,5.2598,0.33368,0.33364,0.33399,0.66707,0.33344,0.33398,4
4096,-4.4214,-1.685,4.7316,0.33332,0.33345,0.33377,0.6678,0.33371,0.33309,4
4097,-4.9097,-1.4702,5.1251,0.33324,0.33393,0.33352,0.6671,0.33318,0.33361,4
4098,-5.1776,-1.2488,5.3261,0.33376,0.33351,0.33395,0.66737,0.33366,0.33399,4
4099,-4.2969,-1.4214,4.5259,0.33304,0.3339,0.33399,0.66752,0.33332,0.33323,4
4100,-4.7835,-1.8042,5.1124,0.33338,0.33342,0.33358,0.66733,0.33351,0.33374,4
4101,-4.9351,-1.1197,5.0605,0.33303,0.33375,0.33334,0.66732,0.33319,0.33374,4
4102,-4.8051,-1.7256,5.1056,0.33343,0.33361,0.33366,0.6677,0.33341,0.33307,4
4103,-4.7305,-1.1726,4.8737,0.33387,0.33351,0.33315,0.66779,0.33356,0.33329,4
4104,-4.6848,-1.7211,4.9909,0.3338,0.33304,0.33334,0.6678,0.33366,0.33365,4
4105,-4.447,-1.1382,4.5903,0.33378,0.33395,0.33354,0.66772,0.33317,0.33319,4
4106,-4.4417,-1.0816,4.5715,0.33325,0.33325,0.33344,0.66792,0.33377,0.33324,4
4107,-4.82,-1.4103,5.0221,0.3335,0.33302,0.33369,0.66702,0.33324,0.33316,4
4108,-4.5343,-1.387,4.7417,0.33365,0.3337,0.33301,0.66788,0.33354,0.33336,4
4109,-4.4977,-1.2027,4.6557,0.33396,0.33306,0.33306,0.66747,0.3331,0.33335,4
4110,-4.976,-1.0633,5.0883,0.33337,0.33354,0.33303,0.66702,0.33385,0.33393,4
4111,-4.8826,-1.3197,5.0578,0.33348,0.33385,0.33313,0.66735,0.3335,0.33337,4
4112,-4.7047,-1.6821,4.9964,0.3331,0.33354,0.33311,0.66769,0.33333,0.33359,4
4113,-4.9322,-1.3451,5.1123,0.33349,0.33371,0.33337,0.66767,0.33395,0.33372,4
4114,-5.2115,-1.7906,5.5105,0.33319,0.3331,0.33351,0.66795,0.33399,0.3334,4
4115,-4.5453,-1.2686,4.7190,0.33321,0.33301,0.33384,0.66701,0.33315,0.33328,4
4116,-4.866,-1.2525,5.0246,0.33316,0.33363,0.33343,0.66763,0.33302,0.33313,4
4117,-4.5758,-1.3572,4.7728,0.33368,0.33348,0.3332,0.66787,0.334,0.33334,4
4118,-5.011,-0.89392,5.0901,0.3331,0.33396,0.33382,0.66798,0.33379,0.33355,4
4119,-5.0681,-1.4665,5.2760,0.33356,0.33358,0.33373,0.66772,0.3333,0.33315,4
4120,-4.8275,-1.5324,5.0649,0.33332,0.33306,0.3336,0.66741,0.33312,0.33361,4
4121,-4.3636,-1.0818,4.4957,0.33399,0.33345,0.33399,0.66731,0.33396,0.33304,4
4122,-4.2966,-0.70706,4.3544,0.33397,0.33317,0.33384,0.66792,0.33322,0.33359,4
4123,-4.4177,-1.4718,4.6564,0.33396,0.33387,0.3338,0.66754,0.3336,0.33304,4
4124,-5.243,-1.4136,5.4302,0.3339,0.33376,0.33393,0.66716,0.33371,0.33356,4
4125,-4.4383,-1.2641,4.6148,0.33362,0.33318,0.3333,0.66732,0.33355,0.33333,4
4126,-4.3834,-1.4682,4.6227,0.33374,0.33374,0.33354,0.6677,0.33392,0.33388,4
4127,-4.6954,-1.3091,4.8745,0.33304,0.33383,0.33327,0.66708,0.33356,0.33324,4
4128,-4.8556,-1.4213,5.0593,0.33383,0.33336,0.3338,0.66783,0.334,0.33392,4
4129,-5.1726,-0.8015,5.2343,0.33394,0.33346,0.33352,0.66707,0.33366,0.33355,4
4130,-4.4626,-0.71907,4.5202,0.33388,0.33306,0.33383,0.66775,0.33336,0.33394,4
4131,-5.2038,-0.79256,5.2638,0.33391,0.33311,0.33355,0.66747,0.33392,0.33309,4
4132,-5.094,-0.68177,5.1394,0.33354,0.33386,0.33359,0.66709,0.33387,0.33378,4
4133,-5.0154,-0.95018,5.1046,0.33362,0.33341,0.33338,0.66737,0.33384,0.33389,4
4134,-4.8076,-0.96676,4.9038,0.33386,0.33386,0.33382,0.66769,0.33368,0.33353,4
4135,-4.9791,-0.7654,5.0376,0.33353,0.33319,0.33332,0.66749,0.33351,0.33355,4
4136,-5.2138,-1.2406,5.3594,0.33322,0.33335,0.33385,0.66742,0.33397,0.33332,4
4137,-4.7842,-0.92615,4.8730,0.33368,0.33397,0.33339,0.66712,0.33376,0.33352,4
4138,-4.8592,-1.3173,5.0346,0.33371,0.33377,0.33329,0.66749,0.33343,0.33359,4
4139,-4.5825,-0.48227,4.6078,0.33351,0.33337,0.33357,0.6679,0.33325,0.33393,4
4140,-5.2902,-0.73442,5.3409,0.33311,0.33357,0.33384,0.6677,0.33383,0.33352,4
4141,-4.9584,-0.95787,5.0501,0.33315,0.3338,0.3335,0.66711,0.33332,0.33305,4
4142,-4.7008,-1.2371,4.8609,0.33311,0.33352,0.33348,0.66764,0.33372,0.33376,4
4143,-5.2109,-0.50624,5.2354,0.33336,0.33358,0.33367,0.66742,0.3339,0.33391,4
4144,-5.0559,-0.80629,5.1198,0.33326,0.33352,0.33357,0.6675,0.33346,0.33373,4
4145,-4.7257,-0.62037,4.7662,0.33345,0.33373,0.33327,0.66721,0.33365,0.33346,4
4146,-4.761,-0.41216,4.7788,0.33318,0.33333,0.33301,0.66784,0.33359,0.3336,4
4147,-4.3615,-0.63896,4.4081,0.33324,0.33345,0.33346,0.66731,0.33345,0.33324,4
4148,-4.5602,-0.89549,4.6473,0.33347,0.33361,0.33388,0.66765,0.33311,0.33358,4
4149,-4.751,-1.2761,4.9194,0.33365,0.33349,0.33354,0.66748,0.33363,0.33388,4
4150,-5.2377,-0.44711,5.2567,0.33347,0.33315,0.3334,0.66777,0.33363,0.33338,4
4151,-4.5198,-0.54081,4.5520,0.33332,0.33326,0.33356,0.66711,0.33374,0.33394,4
4152,-4.3411,-0.34304,4.3546,0.33322,0.33394,0.33354,0.66716,0.33378,0.33399,4
4153,-4.7905,-0.87873,4.8704,0.33384,0.33342,0.33333,0.66795,0.33372,0.33394,4
4154,-4.4359,-1.1508,4.5827,0.33329,0.33377,0.33304,0.66764,0.3332,0.33356,4
4155,-4.9117,-0.44122,4.9315,0.33395,0.33351,0.33384,0.66787,0.33335,0.33338,4
4156,-4.4973,-0.75098,4.5596,0.33376,0.33338,0.33354,0.66722,0.33303,0.33321,4
4157,-4.4842,-0.71804,4.5413,0.3334,0.33391,0.33372,0.6679,0.33304,0.33345,4
4158,-4.3571,-0.46423,4.3818,0.33377,0.33359,0.33337,0.66701,0.33359,0.33379,4
4159,-5.0962,-0.93517,5.1813,0.3338,0.33301,0.33319,0.66773,0.33343,0.33397,4
4160,-4.891,-0.2661,4.8982,0.33302,0.3333,0.33333,0.66727,0.33337,0.33361,4
4161,-4.8481,-1.0055,4.9513,0.334,0.33395,0.33381,0.66704,0.33385,0.33354,4
4162,-4.6971,-0.79688,4.7642,0.33329,0.33371,0.33321,0.66777,0.33384,0.33306,4
4163,-4.8424,-0.26798,4.8498,0.33394,0.33371,0.33314,0.6675,0.33304,0.33399,4
4164,-5.049,-0.99626,5.1464,0.33397,0.33301,0.33333,0.66743,0.33368,0.3332,4
4165,-4.5632,-0.13404,4.5652,0.33333,0.3337,0.33326,0.66772,0.33327,0.33333,4
4166,-4.9572,-0.0421,4.9574,0.33333,0.33332,0.33367,0.66716,0.33353,0.33323,4
4167,-5.0931,-0.65898,5.1356,0.33326,0.33339,0.33358,0.66793,0.33346,0.33368,4
4168,-4.3413,-0.8835,4.4303,0.33323,0.33357,0.33342,0.66743,0.33342,0.33355,4
4169,-5.2314,-0.56199,5.2615,0.33354,0.33383,0.33345,0.6675,0.33357,0.33327,4
4170,-4.4756,-0.88103,4.5615,0.33322,0.33334,0.33363,0.66763,0.33361,0.33377,4
4171,-5.3191,-0.13918,5.3209,0.33329,0.33344,0.33391,0.6678,0.33323,0.3338,4
4172,-4.5656,-0.47452,4.5902,0.33329,0.33305,0.33304,0.66796,0.33323,0.33363,4
4173,-5.2927,-0.17758,5.2957,0.33369,0.33382,0.33374,0.66723,0.33369,0.33346,4
4174,-4.9461,-0.17396,4.9492,0.33307,0.33349,0.33329,0.66795,0.33304,0.33391,4
4175,-4.577,-0.61797,4.6185,0.33374,0.33301,0.33314,0.66763,0.33361,0.33343,4
4176,-5.286,-0.60427,5.3204,0.3332,0.33395,0.33318,0.66738,0.33376,0.33341,4
4177,-5.0752,-0.82615,5.1420,0.33372,0.33326,0.33371,0.66753,0.33396,0.33307,4
4178,-4.6015,-0.73881,4.6604,0.33321,0.33315,0.3338,0.66783,0.33328,0.33312,4
4179,-4.7089,-0.44423,4.7298,0.33385,0.33304,0.33308,0.66704,0.33393,0.33386,4
4180,-4.3472,-0.37609,4.3634,0.33387,0.33356,0.33323,0.66758,0.33384,0.33327,4
4181,-4.4407,-0.69855,4.4953,0.33377,0.33351,0.33363,0.66719,0.33334,0.33378,4
4182,-4.7741,0.18132,4.7775,0.33306,0.33302,0.3331,0.66725,0.33305,0.33321,4
4183,-4.6729,0.12497,4.6746,0.33381,0.33377,0.3337,0.66741,0.33304,0.33353,4
4184,-4.5584,-0.17905,4.5619,0.33381,0.33397,0.33334,0.66763,0.33302,0.33322,4
4185,-4.7443,-0.67549,4.7921,0.33304,0.33307,0.33367,0.66767,0.33369,0.33313,4
4186,-4.7363,0.13781,4.7383,0.33384,0.33395,0.33326,0.66798,0.33321,0.33324,4
4187,-4.8129,0.1645,4.8157,0.33377,0.33373,0.33324,0.66754,0.3338,0.33364,4
4188,-4.6137,-0.3436,4.6265,0.33316,0.3332,0.33361,0.66785,0.33393,0.33307,4
4189,-4.9112,-0.14478,4.9133,0.33383,0.33308,0.3335,0.66701,0.33355,0.33312,4
4190,-4.3972,-0.60115,4.4381,0.33379,0.33319,0.333,0.66745,0.33338,0.33355,4
4191,-4.6823,-0.21571,4.6873,0.33368,0.33383,0.33352,0.6678,0.33366,0.33399,4
4192,-5.0603,0.32795,5.0709,0.33397,0.33378,0.33338,0.66713,0.33307,0.334,4
4193,-5.0341,0.19165,5.0377,0.33393,0.33306,0.33363,0.6673,0.33386,0.33358,4
4194,-4.8787,0.20377,4.8830,0.33331,0.33334,0.33388,0.66767,0.33332,0.33325,4
4195,-4.696,-0.0035418,4.6960,0.33351,0.33308,0.33351,0.66729,0.33303,0.33327,4
4196,-4.7759,0.12449,4.7775,0.33384,0.33396,0.33356,0.6677,0.33395,0.33302,4
4197,-4.8983,-0.16028,4.9009,0.33386,0.3336,0.33301,0.66799,0.33394,0.3339,4
4198,-4.5273,-0.49167,4.5539,0.33307,0.33335,0.333,0.66723,0.33361,0.33336,4
4199,-5.1436,0.22992,5.1487,0.33345,0.33312,0.33335,0.66739,0.33301,0.33387,4
4200,-4.7502,-0.44281,4.7708,0.33319,0.33324,0.33364,0.66778,0.33333,0.33322,4
4201,-5.1952,-0.27254,5.2023,0.33381,0.3338,0.33337,0.6674,0.33306,0.33399,4
4202,-4.3096,-0.27613,4.3184,0.33376,0.3333,0.3334,0.66743,0.33351,0.33389,4
4203,-4.5362,0.43733,4.5572,0.33332,0.33334,0.33339,0.66756,0.33348,0.33352,4
4204,-5.1644,-0.12356,5.1659,0.33385,0.33326,0.33362,0.66751,0.33367,0.33303,4
4205,-4.5061,-0.18807,4.5100,0.33344,0.33319,0.33352,0.66792,0.33353,0.33348,4
4206,-4.5822,-0.27469,4.5904,0.33381,0.3334,0.33359,0.66738,0.33393,0.33337,4
4207,-4.7384,-0.16231,4.7412,0.33346,0.33362,0.33347,0.66722,0.33345,0.33319,4
4208,-5.2699,0.05835,5.2702,0.33392,0.33352,0.3332,0.66752,0.33329,0.33383,4
4209,-4.7682,-0.22687,4.7736,0.33318,0.33339,0.33377,0.66792,0.33304,0.33334,4
4210,-5.2196,0.33261,5.2302,0.3337,0.33374,0.33318,0.66753,0.33328,0.33368,4
4211,-5.0246,0.4658,5.0461,0.33355,0.33319,0.33394,0.66787,0.33354,0.33376,4
4212,-4.8826,0.41797,4.9005,0.33324,0.33303,0.33338,0.66725,0.33393,0.33372,4
4213,-4.9908,0.49068,5.0149,0.33386,0.33395,0.33326,0.66737,0.3337,0.33376,4
4214,-5.0192,0.49893,5.0439,0.33349,0.33311,0.33388,0.66762,0.33305,0.33378,4
4215,-4.7223,0.14209,4.7244,0.33384,0.33329,0.33302,0.66735,0.33377,0.33327,4
4216,-4.6061,-0.020656,4.6061,0.33354,0.33356,0.33342,0.66767,0.3339,0.33354,4
4217,-5.2515,0.6003,5.2857,0.33354,0.33355,0.33375,0.66746,0.33312,0.33356,4
4218,-4.4274,0.22579,4.4332,0.3337,0.3337,0.33338,0.66766,0.33373,0.33378,4
4219,-4.5295,0.05095,4.5298,0.33331,0.33335,0.33302,0.6678,0.3332,0.33301,4
4220,-4.9383,0.78788,5.0008,0.33399,0.33307,0.33377,0.66754,0.33365,0.33361,4
4221,-4.6391,0.57883,4.6751,0.33351,0.33337,0.33355,0.66721,0.33301,0.33371,4
4222,-4.6406,0.60134,4.6794,0.33381,0.33369,0.33386,0.66713,0.33397,0.33395,4
4223,-5.1744,-0.18285,5.1776,0.33391,0.33392,0.3335,0.66727,0.33382,0.3332,4
4224,-5.0851,-0.074874,5.0857,0.33323,0.33302,0.33333,0.66733,0.33307,0.33392,4
4225,-5.256,-0.098252,5.2569,0.33361,0.33396,0.33374,0.66754,0.33345,0.3334,4
4226,-4.7967,0.2262,4.8020,0.33316,0.33329,0.3335,0.66756,0.33341,0.33351,4
4227,-4.5831,0.86701,4.6644,0.3338,0.33353,0.33316,0.66736,0.33323,0.33325,4
4228,-4.5398,0.49874,4.5671,0.3339,0.33353,0.33302,0.6675,0.33373,0.33389,4
4229,-5.2152,0.66876,5.2579,0.33393,0.33313,0.33322,0.66709,0.33377,0.33331,4
4230,-4.5295,0.11281,4.5309,0.33389,0.33305,0.33315,0.66772,0.33354,0.33309,4
4231,-4.2445,0.26851,4.2530,0.33329,0.33363,0.33326,0.66736,0.33312,0.33395,4
4232,-5.1049,0.078714,5.1055,0.33333,0.33319,0.33342,0.66724,0.33378,0.33327,4
4233,-4.3155,0.51525,4.3462,0.3339,0.33339,0.33392,0.66757,0.33381,0.33396,4
4234,-4.4897,0.94369,4.5878,0.33357,0.33368,0.3335,0.66704,0.33366,0.33358,4
4235,-4.2585,0.61654,4.3029,0.33343,0.33303,0.33319,0.6672,0.33361,0.33335,4
4236,-4.8853,0.48628,4.9094,0.33387,0.33343,0.33319,0.66799,0.33308,0.3333,4
4237,-4.4949,0.37984,4.5109,0.33316,0.33315,0.33325,0.66713,0.3331,0.33335,4
4238,-4.6867,0.19406,4.6907,0.33354,0.33355,0.33332,0.66795,0.33333,0.33319,4
4239,-4.6837,0.9492,4.7789,0.33315,0.33345,0.33301,0.66735,0.3332,0.33385,4
4240,-4.509,0.78089,4.5761,0.33369,0.3339,0.3331,0.66709,0.33329,0.33365,4
4241,-4.4287,0.30436,4.4391,0.33304,0.33329,0.33345,0.66769,0.33389,0.33332,4
4242,-4.9331,0.78997,4.9960,0.33305,0.33359,0.33306,0.66779,0.33377,0.33357,4
4243,-4.3987,0.55823,4.4340,0.33324,0.33313,0.33398,0.66778,0.33391,0.33329,4
4244,-4.9981,0.20242,5.0022,0.33354,0.33372,0.33346,0.6678,0.33334,0.33348,4
4245,-4.6873,0.42089,4.7062,0.33342,0.333,0.33347,0.66783,0.3337,0.33368,4
4246,-4.5515,1.0859,4.6792,0.33356,0.33399,0.3334,0.66754,0.33372,0.3336,4
4247,-5.0144,0.88057,5.0911,0.3331,0.33347,0.33345,0.66747,0.33331,0.33319,4
4248,-4.7451,0.9166,4.8328,0.33362,0.3338,0.33387,0.66758,0.33322,0.33396,4
4249,-4.4631,0.5195,4.4932,0.33394,0.33334,0.33394,0.66764,0.33377,0.33311,4
4250,-4.9621,0.52098,4.9894,0.33363,0.33302,0.33309,0.66745,0.3331,0.33355,4
4251,-4.5493,0.86008,4.6299,0.33325,0.33318,0.33356,0.667,0.33302,0.33377,4
4252,-4.1984,1.0343,4.3239,0.33326,0.33334,0.33397,0.66721,0.33329,0.33359,4
4253,-5.159,0.53158,5.1863,0.33395,0.33306,0.33392,0.66758,0.33315,0.33383,4
4254,-4.54,0.73022,4.5983,0.33347,0.33331,0.3336,0.66736,0.33382,0.33386,4
4255,-4.6087,0.81715,4.6806,0.33332,0.33313,0.33314,0.66739,0.33375,0.33311,4
4256,-4.6031,1.0038,4.7113,0.33314,0.33314,0.33374,0.66739,0.33393,0.33325,4
4257,-5.0099,0.76857,5.0685,0.33374,0.33367,0.33328,0.66757,0.33349,0.33375,4
4258,-4.8779,0.95521,4.9705,0.33397,0.33321,0.33337,0.66791,0.33334,0.33362,4
4259,-5.1603,0.6983,5.2073,0.33349,0.33352,0.33391,0.66729,0.33379,0.3335,4
4260,-4.9669,1.3469,5.1463,0.33389,0.33302,0.33388,0.66733,0.33367,0.33375,4
4261,-4.5052,0.82841,4.5807,0.33346,0.33319,0.33336,0.66776,0.33345,0.33329,4
4262,-4.4522,0.5448,4.4854,0.33381,0.33378,0.33346,0.66799,0.33331,0.33311,4
4263,-4.252,1.171,4.4103,0.33317,0.3333,0.33386,0.6677,0.33352,0.33391,4
4264,-4.758,1.2935,4.9307,0.33374,0.33337,0.33322,0.66717,0.33393,0.33322,4
4265,-4.2479,1.1447,4.3994,0.33366,0.33343,0.33385,0.66735,0.33321,0.33384,4
4266,-4.4346,0.59921,4.4749,0.33378,0.33339,0.33373,0.66719,0.33372,0.33354,4
4267,-4.2196,1.1938,4.3852,0.33309,0.33349,0.33323,0.66738,0.33303,0.33341,4
4268,-4.728,1.0228,4.8374,0.33386,0.33378,0.33377,0.66744,0.33372,0.33304,4
4269,-4.3586,0.59821,4.3995,0.33389,0.33356,0.33303,0.66722,0.33393,0.33322,4
4270,-4.7016,1.337,4.8880,0.33301,0.33322,0.33388,0.66742,0.33307,0.33369,4
4271,-4.1232,1.0696,4.2597,0.33393,0.33371,0.33353,0.66786,0.33387,0.33308,4
4272,-4.9456,1.2011,5.0894,0.33354,0.33393,0.33325,0.66731,0.33353,0.3338,4
4273,-5.0424,0.86745,5.1165,0.33319,0.3331,0.33305,0.6678,0.33346,0.3335,4
4274,-4.3323,0.7539,4.3974,0.33346,0.33366,0.33368,0.66778,0.33327,0.33396,4
4275,-4.8796,0.86782,4.9562,0.33324,0.33352,0.33352,0.66724,0.33398,0.33319,4
4276,-4.5157,0.93684,4.6119,0.33309,0.33391,0.33395,0.6675,0.33331,0.3336,4
4277,-4.4395,0.83984,4.5182,0.33393,0.33318,0.33364,0.66777,0.3333,0.33328,4
4278,-5.0236,1.5501,5.2573,0.3333,0.33301,0.33317,0.66704,0.33391,0.33392,4
4279,-4.9159,1.1921,5.0584,0.33358,0.3336,0.33302,0.667,0.33376,0.33311,4
4280,-4.4529,0.71025,4.5092,0.33365,0.33375,0.3331,0.66767,0.33349,0.3339,4
4281,-4.4006,1.4254,4.6257,0.33379,0.33354,0.33366,0.66748,0.33338,0.33326,4
4282,-4.9751,0.70247,5.0244,0.33387,0.33326,0.33372,0.66779,0.33313,0.33312,4
4283,-4.3225,1.0361,4.4449,0.33399,0.33315,0.33362,0.667,0.33315,0.33381,4
4284,-4.6674,1.4175,4.8779,0.33365,0.33329,0.33369,0.66741,0.33328,0.3337,4
4285,-4.9243,0.96235,5.0175,0.33391,0.33391,0.3336,0.66713,0.33313,0.33306,4
4286,-4.9458,1.6188,5.2040,0.33344,0.33354,0.33387,0.66792,0.33395,0.33361,4
4287,-4.1559,0.89347,4.2509,0.33353,0.33392,0.33341,0.66792,0.33359,0.33321,4
4288,-4.0813,1.161,4.2432,0.33392,0.33369,0.33392,0.66782,0.33362,0.33311,4
4289,-4.6256,1.0391,4.7409,0.33358,0.33322,0.33348,0.66734,0.33374,0.33323,4
4290,-4.5351,1.3308,4.7263,0.33398,0.33314,0.33304,0.66723,0.33343,0.3334,4
4291,-4.4572,1.5237,4.7104,0.33335,0.33313,0.33351,0.66702,0.3339,0.33338,4
4292,-4.6255,0.90668,4.7135,0.33358,0.33303,0.33343,0.66748,0.3331,0.33313,4
4293,-4.7478,0.79659,4.8142,0.33307,0.33346,0.33381,0.66736,0.33393,0.33377,4
4294,-4.4077,0.93685,4.5062,0.33358,0.33302,0.33363,0.66765,0.33395,0.33371,4
4295,-4.7221,1.054,4.8383,0.33375,0.33342,0.33344,0.66752,0.3333,0.33329,4
4296,-4.2147,0.99757,4.3311,0.33365,0.33348,0.33315,0.66798,0.33355,0.33303,4
4297,-4.6874,1.702,4.9868,0.33383,0.33378,0.33312,0.66763,0.33371,0.3336,4
4298,-4.211,0.86947,4.2998,0.33375,0.33311,0.33391,0.66751,0.33389,0.3338,4
4299,-4.403,1.1808,4.5586,0.33315,0.33389,0.33376,0.66786,0.3334,0.33309,4
4300,-4.0612,1.6778,4.3941,0.33385,0.33304,0.33379,0.668,0.33365,0.33341,4
4301,-4.1562,1.2534,4.3411,0.33375,0.33346,0.33326,0.66712,0.33335,0.33366,4
4302,-4.3019,1.0511,4.4284,0.33386,0.3333,0.33314,0.66708,0.33371,0.33366,4
4303,-4.8059,1.644,5.0793,0.33343,0.33369,0.3335,0.66742,0.334,0.33376,4
4304,-4.3312,1.0276,4.4514,0.33324,0.33334,0.33323,0.66705,0.33341,0.33346,4
4305,-4.8243,1.6387,5.0950,0.33341,0.3332,0.33329,0.66746,0.33395,0.33353,4
4306,-4.4628,1.2766,4.6418,0.33357,0.33349,0.3339,0.66723,0.3335,0.3336,4
4307,-3.9832,1.1072,4.1342,0.33398,0.33371,0.33361,0.66747,0.33393,0.33357,4
4308,-4.4269,1.0398,4.5474,0.33315,0.33396,0.33327,0.66701,0.3336,0.33317,4
4309,-4.1662,1.5702,4.4523,0.33357,0.33302,0.33371,0.66795,0.33361,0.33308,4
4310,-4.6172,1.4316,4.8340,0.33346,0.33354,0.33368,0.66717,0.33362,0.33396,4
4311,-4.6517,1.1861,4.8005,0.33313,0.33383,0.33373,0.6676,0.33347,0.33307,4
